1.242	-0.185
1.250	-0.175
1.258	-0.195
1.266	-0.135
1.273	-0.105
1.281	-0.105
1.289	-0.095
1.297	-0.095
1.305	-0.115
1.312	-0.105
1.320	-0.115
1.328	-0.115
1.336	-0.125
1.344	-0.115
1.352	-0.115
1.359	-0.115
1.367	-0.115
1.375	-0.105
1.383	-0.105
1.391	-0.095
1.398	-0.125
1.406	-0.115
1.414	-0.105
1.422	-0.095
1.430	-0.105
1.438	-0.105
1.445	-0.105
1.453	-0.075
1.461	-0.045
1.469	-0.035
1.477	-0.025
1.484	0.065
1.492	0.015
1.500	-0.055
1.508	-0.095
1.516	-0.045
1.523	-0.095
1.531	-0.145
1.539	-0.155
1.547	-0.155
1.555	-0.185
1.562	-0.185
1.570	-0.165
1.578	-0.155
1.586	-0.155
1.594	-0.685
1.602	-0.845
1.609	0.055
1.617	1.645
1.625	2.725
1.633	2.855
1.641	2.255
1.648	0.495
1.656	-0.255
1.664	-0.215
1.672	-0.255
1.680	-0.295
1.688	-0.305
1.695	-0.335
1.703	-0.305
1.711	-0.345
1.719	-0.305
1.727	-0.265
1.734	-0.265
1.742	-0.265
1.750	-0.205
1.758	-0.215
1.766	-0.185
1.773	-0.165
1.781	-0.135
1.789	-0.155
1.797	-0.105
1.805	-0.125
1.812	-0.145
1.820	-0.135
1.828	-0.115
1.836	-0.175
1.844	-0.195
1.852	-0.215
1.859	-0.185
1.867	-0.185
1.875	-0.155
1.883	-0.125
1.891	-0.125
1.898	-0.135
1.906	-0.105
1.914	-0.125
1.922	-0.135
1.930	-0.165
1.938	-0.175
1.945	-0.175
1.953	-0.095
1.961	-0.125
1.969	-0.135
1.977	-0.145
1.984	-0.125
1.992	-0.115
2.000	-0.095
2.008	-0.125
2.016	-0.155
2.023	-0.125
2.031	-0.125
2.039	-0.165
2.047	-0.135
2.055	-0.115
2.062	-0.055
2.070	-0.035
2.078	-0.085
2.086	-0.045
2.094	0.045
2.102	-0.005
2.109	-0.045
2.117	-0.125
2.125	-0.145
2.133	-0.115
2.141	-0.135
2.148	-0.175
2.156	-0.225
2.164	-0.205
2.172	-0.205
2.180	-0.245
2.188	-0.185
2.195	-0.195
2.203	-0.835
2.211	-0.775
2.219	0.295
2.227	2.085
2.234	2.885
2.242	2.645
2.250	1.575
2.258	0.005
2.266	-0.305
2.273	-0.265
2.281	-0.315
2.289	-0.355
2.297	-0.355
2.305	-0.365
2.312	-0.375
2.320	-0.335
2.328	-0.295
2.336	-0.285
2.344	-0.285
2.352	-0.265
2.359	-0.255
2.367	-0.245
2.375	-0.205
2.383	-0.175
2.391	-0.185
2.398	-0.145
2.406	-0.155
2.414	-0.175
2.422	-0.145
2.430	-0.215
2.438	-0.215
2.445	-0.215
2.453	-0.265
2.461	-0.245
2.469	-0.225
2.477	-0.175
2.484	-0.185
2.492	-0.175
2.500	-0.175
2.508	-0.175
2.516	-0.165
2.523	-0.175
2.531	-0.185
2.539	-0.205
2.547	-0.185
2.555	-0.185
2.562	-0.185
2.570	-0.165
2.578	-0.175
2.586	-0.195
2.594	-0.165
2.602	-0.185
2.609	-0.195
2.617	-0.165
2.625	-0.175
2.633	-0.175
2.641	-0.175
2.648	-0.185
2.656	-0.185
2.664	-0.195
2.672	-0.205
2.680	-0.125
2.688	-0.125
2.695	-0.145
2.703	-0.095
2.711	-0.025
2.719	-0.035
2.727	-0.075
2.734	-0.115
2.742	-0.145
2.750	-0.175
2.758	-0.215
2.766	-0.225
2.773	-0.235
2.781	-0.245
2.789	-0.255
2.797	-0.245
2.805	-0.235
2.812	-0.185
2.820	-0.725
2.828	-0.905
2.836	-0.105
2.844	1.645
2.852	2.615
2.859	2.535
2.867	1.825
2.875	0.275
2.883	-0.345
2.891	-0.325
2.898	-0.335
2.906	-0.365
2.914	-0.375
2.922	-0.395
2.930	-0.375
2.938	-0.395
2.945	-0.355
2.953	-0.325
2.961	-0.345
2.969	-0.325
2.977	-0.285
2.984	-0.285
2.992	-0.255
3.000	-0.275
3.008	-0.295
3.016	-0.135
3.023	-0.185
3.031	-0.185
3.039	-0.185
3.047	-0.215
3.055	-0.215
3.062	-0.285
3.070	-0.295
3.078	-0.305
3.086	-0.225
3.094	-0.195
3.102	-0.155
3.109	-0.145
3.117	-0.175
3.125	-0.165
3.133	-0.205
3.141	-0.145
3.148	-0.185
3.156	-0.215
3.164	-0.215
3.172	-0.185
3.180	-0.195
3.188	-0.255
3.195	-0.185
3.203	-0.205
3.211	-0.225
3.219	-0.165
3.227	-0.155
3.234	-0.185
3.242	-0.205
3.250	-0.205
3.258	-0.215
3.266	-0.175
3.273	-0.185
3.281	-0.215
3.289	-0.185
3.297	-0.125
3.305	-0.125
3.312	-0.155
3.320	-0.095
3.328	0.005
3.336	-0.065
3.344	-0.135
3.352	-0.145
3.359	-0.105
3.367	-0.165
3.375	-0.215
3.383	-0.225
3.391	-0.265
3.398	-0.235
3.406	-0.265
3.414	-0.275
3.422	-0.205
3.430	-0.325
3.438	-0.915
3.445	-0.695
3.453	0.545
3.461	2.155
3.469	2.655
3.477	2.375
3.484	1.055
3.492	-0.215
3.500	-0.335
3.508	-0.345
3.516	-0.375
3.523	-0.365
3.531	-0.385
3.539	-0.395
3.547	-0.365
3.555	-0.375
3.562	-0.355
3.570	-0.325
3.578	-0.315
3.586	-0.275
3.594	-0.245
3.602	-0.235
3.609	-0.215
3.617	-0.225
3.625	-0.205
3.633	-0.195
3.641	-0.205
3.648	-0.185
3.656	-0.185
3.664	-0.205
3.672	-0.225
3.680	-0.215
3.688	-0.215
3.695	-0.255
3.703	-0.235
3.711	-0.185
3.719	-0.165
3.727	-0.145
3.734	-0.135
3.742	-0.155
3.750	-0.155
3.758	-0.145
3.766	-0.135
3.773	-0.155
3.781	-0.165
3.789	-0.165
3.797	-0.145
3.805	-0.165
3.812	-0.185
3.820	-0.145
3.828	-0.175
3.836	-0.135
3.844	-0.165
3.852	-0.135
3.859	-0.125
3.867	-0.135
3.875	-0.145
3.883	-0.145
3.891	-0.125
3.898	-0.135
3.906	-0.115
3.914	-0.075
3.922	-0.075
3.930	-0.095
3.938	0.005
3.945	0.075
3.953	-0.005
3.961	-0.055
3.969	-0.095
3.977	-0.075
3.984	-0.115
3.992	-0.145
4.000	-0.225
4.008	-0.175
4.016	-0.165
4.023	-0.195
4.031	-0.155
4.039	-0.135
4.047	-0.185
4.055	-0.745
4.062	-0.695
4.070	0.475
4.078	2.205
4.086	2.795
4.094	2.585
4.102	1.415
4.109	-0.055
4.117	-0.295
4.125	-0.265
4.133	-0.295
4.141	-0.285
4.148	-0.285
4.156	-0.305
4.164	-0.295
4.172	-0.255
4.180	-0.275
4.188	-0.275
4.195	-0.225
4.203	-0.195
4.211	-0.185
4.219	-0.175
4.227	-0.155
4.234	-0.145
4.242	-0.145
4.250	-0.115
4.258	-0.135
4.266	-0.115
4.273	-0.105
4.281	-0.165
4.289	-0.145
4.297	-0.195
4.305	-0.165
4.312	-0.125
4.320	-0.145
4.328	-0.105
4.336	-0.055
4.344	-0.075
4.352	-0.075
4.359	-0.095
4.367	-0.065
4.375	-0.075
4.383	-0.105
4.391	-0.095
4.398	-0.085
4.406	-0.135
4.414	-0.125
4.422	-0.095
4.430	-0.115
4.438	-0.095
4.445	-0.115
4.453	-0.105
4.461	-0.105
4.469	-0.105
4.477	-0.165
4.484	-0.145
4.492	-0.065
4.500	-0.095
4.508	-0.095
4.516	-0.065
4.523	-0.015
4.531	-0.035
4.539	-0.025
4.547	0.085
4.555	0.015
4.562	-0.045
4.570	-0.085
4.578	-0.085
4.586	-0.105
4.594	-0.155
4.602	-0.155
4.609	-0.155
4.617	-0.185
4.625	-0.175
4.633	-0.175
4.641	-0.135
4.648	-0.305
4.656	-0.855
4.664	-0.455
4.672	0.895
4.680	2.455
4.688	2.815
4.695	2.545
4.703	1.225
4.711	-0.125
4.719	-0.325
4.727	-0.255
4.734	-0.285
4.742	-0.305
4.750	-0.335
4.758	-0.305
4.766	-0.275
4.773	-0.275
4.781	-0.305
4.789	-0.235
4.797	-0.235
4.805	-0.215
4.812	-0.205
4.820	-0.175
4.828	-0.155
4.836	-0.135
4.844	-0.155
4.852	-0.095
4.859	-0.105
4.867	-0.155
4.875	-0.135
4.883	-0.105
4.891	-0.145
4.898	-0.135
4.906	-0.195
4.914	-0.165
4.922	-0.115
4.930	-0.105
4.938	-0.125
4.945	-0.085
4.953	-0.075
4.961	-0.075
4.969	-0.075
4.977	-0.105
4.984	-0.135
4.992	-0.125
5.000	-0.115
5.008	-0.095
5.016	-0.115
5.023	-0.135
5.031	-0.075
5.039	-0.095
5.047	-0.105
5.055	-0.115
5.062	-0.105
5.070	-0.105
5.078	-0.095
5.086	-0.085
5.094	-0.075
5.102	-0.095
5.109	-0.095
5.117	-0.035
5.125	-0.005
5.133	-0.055
5.141	-0.015
5.148	0.085
5.156	0.045
5.164	-0.005
5.172	-0.065
5.180	-0.055
5.188	-0.055
5.195	-0.085
5.203	-0.125
5.211	-0.185
5.219	-0.125
5.227	-0.145
5.234	-0.155
5.242	-0.125
5.250	-0.155
5.258	-0.735
5.266	-0.715
5.273	0.385
5.281	2.005
5.289	2.805
5.297	2.735
5.305	1.635
5.312	0.075
5.320	-0.205
5.328	-0.215
5.336	-0.225
5.344	-0.275
5.352	-0.305
5.359	-0.285
5.367	-0.275
5.375	-0.265
5.383	-0.255
5.391	-0.275
5.398	-0.225
5.406	-0.175
5.414	-0.195
5.422	-0.175
5.430	-0.125
5.438	-0.075
5.445	-0.105
5.453	-0.075
5.461	-0.125
5.469	-0.095
5.477	-0.045
5.484	-0.085
5.492	-0.145
5.500	-0.185
5.508	-0.255
5.516	-0.205
5.523	-0.175
5.531	-0.145
5.539	-0.165
5.547	-0.115
5.555	-0.085
5.562	-0.085
5.570	-0.105
5.578	-0.115
5.586	-0.105
5.594	-0.135
5.602	-0.145
5.609	-0.105
5.617	-0.125
5.625	-0.135
5.633	-0.115
5.641	-0.105
5.648	-0.125
5.656	-0.125
5.664	-0.165
5.672	-0.095
5.680	-0.075
5.688	-0.105
5.695	-0.125
5.703	-0.135
5.711	-0.115
5.719	-0.115
5.727	-0.115
5.734	-0.035
5.742	-0.045
5.750	-0.065
5.758	0.025
5.766	0.045
5.773	-0.025
5.781	-0.075
5.789	-0.105
5.797	-0.115
5.805	-0.115
5.812	-0.145
5.820	-0.175
5.828	-0.195
5.836	-0.255
5.844	-0.185
5.852	-0.155
5.859	-0.135
5.867	-0.405
5.875	-0.805
5.883	-0.445
5.891	1.025
5.898	2.465
5.906	2.855
5.914	2.465
5.922	0.995
5.930	-0.105
5.938	-0.225
5.945	-0.265
5.953	-0.295
5.961	-0.335
5.969	-0.325
5.977	-0.325
5.984	-0.335
5.992	-0.305
6.000	-0.295
6.008	-0.255
6.016	-0.255
6.023	-0.225
6.031	-0.205
6.039	-0.205
6.047	-0.185
6.055	-0.155
6.062	-0.135
6.070	-0.105
6.078	-0.095
6.086	-0.125
6.094	-0.135
6.102	-0.175
6.109	-0.185
6.117	-0.155
6.125	-0.205
6.133	-0.215
6.141	-0.195
6.148	-0.155
6.156	-0.125
6.164	-0.155
6.172	-0.115
6.180	-0.125
6.188	-0.135
6.195	-0.165
6.203	-0.145
6.211	-0.165
6.219	-0.115
6.227	-0.115
6.234	-0.115
6.242	-0.135
6.250	-0.145
6.258	-0.145
6.266	-0.125
6.273	-0.125
6.281	-0.095
6.289	-0.095
6.297	-0.105
6.305	-0.115
6.312	-0.135
6.320	-0.135
6.328	-0.115
6.336	-0.145
6.344	-0.085
6.352	-0.045
6.359	-0.065
6.367	-0.065
6.375	0.065
6.383	0.045
6.391	0.005
6.398	-0.055
6.406	-0.095
6.414	-0.105
6.422	-0.135
6.430	-0.155
6.438	-0.205
6.445	-0.195
6.453	-0.195
6.461	-0.195
6.469	-0.175
6.477	-0.195
6.484	-0.305
6.492	-0.815
6.500	-0.615
6.508	0.655
6.516	2.305
6.523	2.765
6.531	2.475
6.539	1.085
6.547	-0.155
6.555	-0.295
6.562	-0.255
6.570	-0.305
6.578	-0.315
6.586	-0.335
6.594	-0.335
6.602	-0.315
6.609	-0.315
6.617	-0.285
6.625	-0.265
6.633	-0.255
6.641	-0.255
6.648	-0.215
6.656	-0.185
6.664	-0.145
6.672	-0.165
6.680	-0.145
6.688	-0.125
6.695	-0.125
6.703	-0.095
6.711	-0.125
6.719	-0.155
6.727	-0.145
6.734	-0.205
6.742	-0.215
6.750	-0.215
6.758	-0.175
6.766	-0.195
6.773	-0.085
6.781	-0.055
6.789	-0.095
6.797	-0.085
6.805	-0.115
6.812	-0.125
6.820	-0.115
6.828	-0.125
6.836	-0.145
6.844	-0.125
6.852	-0.105
6.859	-0.105
6.867	-0.115
6.875	-0.105
6.883	-0.075
6.891	-0.085
6.898	-0.095
6.906	-0.095
6.914	-0.075
6.922	-0.085
6.930	-0.105
6.938	-0.095
6.945	-0.085
6.953	-0.085
6.961	-0.095
6.969	-0.115
6.977	-0.085
6.984	-0.105
6.992	-0.055
7.000	-0.045
7.008	-0.005
7.016	0.015
7.023	0.065
7.031	0.035
7.039	0.015
7.047	-0.025
7.055	-0.045
7.062	-0.085
7.070	-0.075
7.078	-0.105
7.086	-0.155
7.094	-0.185
7.102	-0.145
7.109	-0.135
7.117	-0.145
7.125	-0.115
7.133	-0.645
7.141	-0.675
7.148	0.275
7.156	1.925
7.164	2.745
7.172	2.535
7.180	1.725
7.188	0.045
7.195	-0.335
7.203	-0.265
7.211	-0.265
7.219	-0.285
7.227	-0.285
7.234	-0.315
7.242	-0.295
7.250	-0.275
7.258	-0.275
7.266	-0.265
7.273	-0.235
7.281	-0.225
7.289	-0.195
7.297	-0.175
7.305	-0.155
7.312	-0.145
7.320	-0.205
7.328	-0.125
7.336	-0.105
7.344	-0.105
7.352	-0.095
7.359	-0.125
7.367	-0.115
7.375	-0.145
7.383	-0.165
7.391	-0.145
7.398	-0.135
7.406	-0.085
7.414	-0.065
7.422	-0.065
7.430	-0.085
7.438	-0.095
7.445	-0.085
7.453	-0.075
7.461	-0.115
7.469	-0.115
7.477	-0.135
7.484	-0.105
7.492	-0.145
7.500	-0.115
7.508	-0.125
7.516	-0.135
7.523	-0.125
7.531	-0.145
7.539	-0.085
7.547	-0.095
7.555	-0.145
7.562	-0.105
7.570	-0.105
7.578	-0.105
7.586	-0.145
7.594	-0.105
7.602	-0.135
7.609	-0.125
7.617	-0.085
7.625	-0.075
7.633	-0.085
7.641	-0.105
7.648	0.005
7.656	0.065
7.664	-0.015
7.672	-0.085
7.680	-0.105
7.688	-0.105
7.695	-0.105
7.703	-0.155
7.711	-0.165
7.719	-0.185
7.727	-0.195
7.734	-0.185
7.742	-0.185
7.750	-0.165
7.758	-0.165
7.766	-0.745
7.773	-0.685
7.781	0.545
7.789	2.165
7.797	2.835
7.805	2.635
7.812	1.655
7.820	-0.015
7.828	-0.415
7.836	-0.245
7.844	-0.295
7.852	-0.335
7.859	-0.325
7.867	-0.325
7.875	-0.335
7.883	-0.315
7.891	-0.285
7.898	-0.255
7.906	-0.265
7.914	-0.265
7.922	-0.215
7.930	-0.205
7.938	-0.195
7.945	-0.165
7.953	-0.125
7.961	-0.145
7.969	-0.155
7.977	-0.145
7.984	-0.125
7.992	-0.215
8.000	-0.165
8.008	-0.175
8.016	-0.195
8.023	-0.165
8.031	-0.155
8.039	-0.125
8.047	-0.095
8.055	-0.105
8.062	-0.095
8.070	-0.135
8.078	-0.135
8.086	-0.135
8.094	-0.165
8.102	-0.135
8.109	-0.135
8.117	-0.135
8.125	-0.145
8.133	-0.145
8.141	-0.135
8.148	-0.145
8.156	-0.125
8.164	-0.115
8.172	-0.105
8.180	-0.135
8.188	-0.115
8.195	-0.105
8.203	-0.145
8.211	-0.135
8.219	-0.135
8.227	-0.125
8.234	-0.125
8.242	-0.085
8.250	-0.075
8.258	-0.065
8.266	0.015
8.273	0.045
8.281	0.005
8.289	-0.035
8.297	-0.085
8.305	-0.115
8.312	-0.115
8.320	-0.125
8.328	-0.145
8.336	-0.195
8.344	-0.205
8.352	-0.175
8.359	-0.145
8.367	-0.155
8.375	-0.265
8.383	-0.755
8.391	-0.545
8.398	0.695
8.406	2.195
8.414	2.715
8.422	2.535
8.430	1.145
8.438	-0.135
8.445	-0.245
8.453	-0.215
8.461	-0.265
8.469	-0.355
8.477	-0.335
8.484	-0.305
8.492	-0.315
8.500	-0.295
8.508	-0.295
8.516	-0.275
8.523	-0.255
8.531	-0.255
8.539	-0.205
8.547	-0.165
8.555	-0.145
8.562	-0.145
8.570	-0.125
8.578	-0.105
8.586	-0.115
8.594	-0.135
8.602	-0.135
8.609	-0.125
8.617	-0.185
8.625	-0.215
8.633	-0.235
8.641	-0.205
8.648	-0.195
8.656	-0.165
8.664	-0.135
8.672	-0.135
8.680	-0.125
8.688	-0.135
8.695	-0.135
8.703	-0.135
8.711	-0.145
8.719	-0.135
8.727	-0.135
8.734	-0.135
8.742	-0.125
8.750	-0.115
8.758	-0.145
8.766	-0.105
8.773	-0.115
8.781	-0.135
8.789	-0.135
8.797	-0.095
8.805	-0.125
8.812	-0.155
8.820	-0.135
8.828	-0.135
8.836	-0.115
8.844	-0.135
8.852	-0.105
8.859	-0.085
8.867	-0.025
8.875	-0.045
8.883	-0.105
8.891	-0.005
8.898	0.075
8.906	-0.005
8.914	-0.045
8.922	-0.105
8.930	-0.095
8.938	-0.125
8.945	-0.095
8.953	-0.135
8.961	-0.205
8.969	-0.195
8.977	-0.185
8.984	-0.175
8.992	-0.185
9.000	-0.145
9.008	-0.675
9.016	-0.765
9.023	0.335
9.031	2.115
9.039	2.855
9.047	2.615
9.055	1.305
9.062	-0.095
9.070	-0.265
9.078	-0.265
9.086	-0.285
9.094	-0.325
9.102	-0.355
9.109	-0.305
9.117	-0.325
9.125	-0.305
9.133	-0.305
9.141	-0.285
9.148	-0.245
9.156	-0.235
9.164	-0.205
9.172	-0.225
9.180	-0.135
9.188	-0.175
9.195	-0.125
9.203	-0.075
9.211	-0.085
9.219	-0.095
9.227	-0.105
9.234	-0.145
9.242	-0.115
9.250	-0.185
9.258	-0.195
9.266	-0.195
9.273	-0.205
9.281	-0.135
9.289	-0.105
9.297	-0.135
9.305	-0.105
9.312	-0.135
9.320	-0.135
9.328	-0.155
9.336	-0.135
9.344	-0.125
9.352	-0.135
9.359	-0.185
9.367	-0.165
9.375	-0.125
9.383	-0.145
9.391	-0.115
9.398	-0.125
9.406	-0.165
9.414	-0.125
9.422	-0.155
9.430	-0.145
9.438	-0.165
9.445	-0.145
9.453	-0.135
9.461	-0.155
9.469	-0.155
9.477	-0.175
9.484	-0.145
9.492	-0.175
9.500	-0.145
9.508	-0.095
9.516	-0.055
9.523	-0.085
9.531	-0.055
9.539	0.055
9.547	-0.045
9.555	-0.075
9.562	-0.105
9.570	-0.105
9.578	-0.135
9.586	-0.195
9.594	-0.195
9.602	-0.205
9.609	-0.185
9.617	-0.195
9.625	-0.205
9.633	-0.195
9.641	-0.175
9.648	-0.565
9.656	-0.735
9.664	0.045
9.672	1.855
9.680	2.745
9.688	2.595
9.695	1.645
9.703	0.085
9.711	-0.305
9.719	-0.275
9.727	-0.285
9.734	-0.335
9.742	-0.355
9.750	-0.355
9.758	-0.335
9.766	-0.355
9.773	-0.315
9.781	-0.295
9.789	-0.275
9.797	-0.235
9.805	-0.235
9.812	-0.225
9.820	-0.205
9.828	-0.185
9.836	-0.185
9.844	-0.165
9.852	-0.125
9.859	-0.135
9.867	-0.135
9.875	-0.145
9.883	-0.145
9.891	-0.175
9.898	-0.205
9.906	-0.185
9.914	-0.205
9.922	-0.125
9.930	-0.105
9.938	-0.115
9.945	-0.095
9.953	-0.125
9.961	-0.115
9.969	-0.135
9.977	-0.155
9.984	-0.155
9.992	-0.165
